number,总价,单价,行政区,小区,建筑面积,建成时间,建筑类型,朝向,户型2,楼层,所在楼层,总楼层,装修,梯户比,电梯,产权年限,更新时间,房屋用途,房屋年限,地铁
1536,340,34344,白云,万科云山花园,99,2008,塔楼,东南,3室2厅1厨1卫,高楼层/共18层,高楼层,共18层,其他,两梯四户,有,70年,2017-12-29,普通住宅,满五年,
1537,250,30121,越秀,麓景路下塘南约直街,83,,塔楼,北,3室1厅1厨1卫,高楼层/共10层,高楼层,共10层,简装,一梯五户,暂无数据,70年,2018-03-31,普通住宅,满五年,地铁
1538,170,47513,海珠,金碧花园第三金碧,35.78,2000,塔楼,南 北,1室1厅1厨1卫,低楼层/共32层,低楼层,共32层,简装,两梯六户,有,70年,2018-03-30,普通住宅,暂无数据,
1539,88,19427,番禺,富丽家园侨苑,45.3,1995,塔楼,南,2室1厅1厨1卫,中楼层/共6层,中楼层,共6层,简装,一梯八户,无,70年,2018-04-03,普通住宅,暂无数据,
1540,475,42793,海珠,富泽园,111,2001,塔楼,西南,3室2厅1厨2卫,高楼层/共22层,高楼层,共22层,精装,两梯九户,有,70年,2018-03-17,普通住宅,暂无数据,地铁
1541,830,63018,天河,珠江俊园,131.71,2007,塔楼,东,4室2厅1厨2卫,中楼层/共28层,中楼层,共28层,简装,三梯五户,有,70年,2017-10-18,普通住宅,满五年,
1542,300,31881,海珠,大展雅苑,94.1,2006,塔楼,南,3室2厅1厨2卫,中楼层/共7层,中楼层,共7层,精装,一梯四户,无,70年,2017-09-08,普通住宅,满两年,
1543,860,72269,天河,新世界东逸花园,119,2006,塔楼,北,3室2厅1厨2卫,低楼层/共18层,低楼层,共18层,其他,两梯四户,有,70年,2017-09-14,普通住宅,满五年,
1544,700,31819,黄埔,怡港花园,220,1999,塔楼,西南,4室2厅1厨4卫,高楼层/共11层,高楼层,共11层,简装,两梯六户,有,70年,2017-09-21,普通住宅,满两年,地铁
1545,620,50407,天河,华建小区,123,2001,塔楼,西南,4室2厅1厨2卫,中楼层/共17层,中楼层,共17层,其他,一梯八户,有,70年,2017-05-26,普通住宅,满五年,
1546,350,31284,番禺,自在城市花园,111.88,2004,塔楼,东南,3室2厅1厨2卫,高楼层/共11层,高楼层,共11层,精装,一梯三户,有,70年,2018-04-06,普通住宅,满五年,
1547,1000,68966,天河,龙口花苑希尔顿阳光,145,2002,塔楼,北,4室2厅1厨2卫,高楼层/共27层,高楼层,共27层,其他,三梯六户,有,70年,2016-03-13,普通住宅,满五年,地铁
1548,370,34039,荔湾,珠岛花园,108.7,1999,塔楼,北,3室3厅1厨2卫,高楼层/共23层,高楼层,共23层,简装,两梯八户,有,70年,2017-12-03,普通住宅,满五年,地铁
1549,358,42726,番禺,广州雅居乐花园新地沁园,83.79,2010,塔楼,东南,3室2厅1厨1卫,低楼层/共11层,低楼层,共11层,精装,一梯六户,有,70年,2018-01-31,普通住宅,满两年,
1550,460,45099,海珠,逸蓝华庭,102,2004,塔楼,东北,3室2厅1厨1卫,高楼层/共28层,高楼层,共28层,其他,两梯六户,有,70年,2018-03-19,普通住宅,暂无数据,地铁
1551,295,27630,海珠,瑞康路迎祥南,106.77,1990,塔楼,东北,3室2厅1厨1卫,中楼层/共9层,中楼层,共9层,简装,一梯六户,无,70年,2018-03-31,普通住宅,满五年,地铁
1552,420,42766,白云,金碧雅苑,98.21,2005,塔楼,东南,3室2厅1厨2卫,中楼层/共18层,中楼层,共18层,其他,两梯六户,有,70年,2017-11-10,普通住宅,满两年,地铁
1553,480,40411,番禺,广州雅居乐花园剑桥郡,118.78,2010,塔楼,东北,3室2厅1厨2卫,中楼层/共30层,中楼层,共30层,其他,三梯六户,有,70年,2018-03-27,普通住宅,暂无数据,地铁
1554,530,56032,海珠,江南新苑,94.59,2002,塔楼,南 北,3室1厅1厨1卫,中楼层/共32层,中楼层,共32层,简装,三梯六户,有,70年,2017-10-26,普通住宅,满五年,地铁
1555,225,18867,花都,俊怡御景花园,119.26,2009,塔楼,北,3室2厅1厨2卫,高楼层/共16层,高楼层,共16层,其他,两梯四户,有,70年,2018-04-02,普通住宅,满五年,
1556,476,51740,海珠,翠城花园,92,2009,塔楼,南 北,3室2厅1厨2卫,高楼层/共21层,高楼层,共21层,精装,三梯九户,有,70年,2017-07-25,普通住宅,满五年,地铁
1557,285,20814,增城,碧桂园凤凰城凤仪苑,136.93,2002,塔楼,东北,4室2厅1厨2卫,高楼层/共6层,高楼层,共6层,简装,一梯四户,无,70年,2017-08-12,普通住宅,满五年,
1558,450,42453,海珠,可逸名庭,106,1999,塔楼,西北,3室1厅1厨2卫,高楼层/共7层,高楼层,共7层,精装,一梯三户,无,70年,2017-10-23,普通住宅,满五年,地铁
1559,165,49431,黄埔,金碧领秀国际,33.38,2007,塔楼,北,1室0厅1厨1卫,高楼层/共33层,高楼层,共33层,精装,两梯八户,有,70年,2017-05-20,普通住宅,满五年,地铁
1560,135,24065,番禺,尚上名筑一区,56.1,2017,塔楼,南,1室2厅1厨1卫,低楼层/共29层,低楼层,共29层,其他,一梯十户,暂无数据,70年,2017-12-18,普通住宅,满两年,
1561,560,27447,增城,东方名都,204.03,2013,塔楼,东南,5室2厅1厨3卫,中楼层/共30层,中楼层,共30层,其他,一梯两户,有,70年,2017-03-14,普通住宅,满两年,地铁
1562,460,41138,黄埔,万科城市花园,111.82,2003,塔楼,南,3室2厅1厨2卫,中楼层/共11层,中楼层,共11层,简装,一梯四户,有,70年,2017-03-29,普通住宅,满五年,地铁
1563,538,47963,海珠,保利花园君竹街,112.17,2000,塔楼,南,4室2厅1厨2卫,中楼层/共15层,中楼层,共15层,简装,两梯四户,有,70年,2018-03-30,普通住宅,暂无数据,地铁
1564,325,44965,海珠,英豪花园阳光320,72.28,2005,塔楼,北,2室1厅1厨1卫,高楼层/共28层,高楼层,共28层,其他,三梯八户,有,70年,2018-03-02,普通住宅,满五年,地铁
1565,150,24926,白云,春庭花园,60.18,1999,塔楼,东南,2室1厅1厨1卫,中楼层/共9层,中楼层,共9层,简装,一梯四户,无,70年,2018-01-04,普通住宅,满两年,地铁
1566,275,27380,增城,碧桂园凤凰城凤馨苑,100.44,2002,塔楼,南,3室1厅1厨1卫,中楼层/共18层,中楼层,共18层,简装,两梯四户,有,70年,2018-01-28,普通住宅,满两年,
1567,375,37670,黄埔,万科城市花园,99.55,2003,塔楼,东北,3室2厅1厨1卫,中楼层/共11层,中楼层,共11层,简装,一梯四户,有,70年,2018-03-02,普通住宅,满五年,地铁
1568,310,37805,天河,逸安阁,82,1999,塔楼,北,2室2厅1厨1卫,低楼层/共12层,低楼层,共12层,简装,一梯七户,有,70年,2017-10-24,普通住宅,满五年,地铁
1569,168,30119,白云,广园云苑新村,55.78,1999,塔楼,南,2室1厅1厨1卫,中楼层/共9层,中楼层,共9层,简装,一梯六户,无,70年,2018-03-04,普通住宅,暂无数据,
1570,120,34286,白云,万方园,35,1999,塔楼,南 北,1室0厅1厨1卫,高楼层/共18层,高楼层,共18层,简装,两梯二十一户,有,70年,2018-03-08,普通住宅,暂无数据,地铁
1571,250,27778,荔湾,金道花园,90,2000,塔楼,东,3室2厅1厨1卫,中楼层/共9层,中楼层,共9层,精装,一梯六户,无,70年,2017-05-16,普通住宅,满两年,地铁
1572,230,34603,荔湾,珠岛花园,66.47,1995,塔楼,北,2室2厅1厨1卫,高楼层/共25层,高楼层,共25层,精装,两梯七户,有,70年,2017-09-15,普通住宅,暂无数据,
1573,670,65081,天河,华港花园,102.95,2004,塔楼,南,3室2厅1厨2卫,低楼层/共30层,低楼层,共30层,其他,一梯八户,暂无数据,70年,2018-01-02,普通住宅,暂无数据,
1574,155,20063,番禺,江南新村,77.26,1998,塔楼,北,2室1厅1厨1卫,中楼层/共7层,中楼层,共7层,简装,一梯四户,无,70年,2018-02-03,普通住宅,暂无数据,
1575,248,34930,海珠,保利红棉花园,71,1997,塔楼,北,2室1厅1厨1卫,低楼层/共9层,低楼层,共9层,简装,一梯六户,无,70年,2017-10-12,普通住宅,满五年,地铁
1576,125,45274,海珠,金碧花园第一金碧,27.61,2000,塔楼,西,1室0厅1厨1卫,中楼层/共32层,中楼层,共32层,简装,两梯七户,有,70年,2018-02-02,普通住宅,暂无数据,地铁
1577,225,36479,天河,棠德花园,61.68,1997,塔楼,南,2室1厅1厨1卫,中楼层/共9层,中楼层,共9层,其他,一梯三户,无,70年,2018-03-18,普通住宅,暂无数据,
1578,175,27344,黄埔,三角楼,64,2001,塔楼,南,3室1厅1厨1卫,中楼层/共7层,中楼层,共7层,其他,一梯三户,无,70年,2018-03-18,普通住宅,暂无数据,地铁
1579,450,35501,荔湾,润盛花苑,126.76,1999,塔楼,东南,4室2厅1厨2卫,高楼层/共15层,高楼层,共15层,其他,两梯六户,有,70年,2018-04-07,普通住宅,暂无数据,
1580,643.5,55000,海珠,东翠花园,117,,塔楼,西,3室2厅1厨2卫,低楼层/共13层,低楼层,共13层,其他,一梯八户,无,70年,2018-03-21,普通住宅,暂无数据,
1581,330,42173,天河,金燕花园,78.25,2002,塔楼,南,2室1厅1厨1卫,低楼层/共26层,低楼层,共26层,简装,三梯八户,有,70年,2018-01-05,普通住宅,暂无数据,地铁
1582,280,35624,天河,福龙苑,78.6,1990,塔楼,东,2室2厅1厨1卫,中楼层/共9层,中楼层,共9层,其他,一梯四户,无,70年,2018-01-11,普通住宅,满两年,地铁
1583,1200,53098,海珠,翠城花园,226,2009,塔楼,东南,3室2厅1厨3卫,高楼层/共21层,高楼层,共21层,精装,三梯九户,有,70年,2016-03-01,普通住宅,满五年,地铁
1584,233,38801,海珠,侨诚花园秋月苑,60.05,1999,塔楼,北,2室2厅1厨1卫,中楼层/共9层,中楼层,共9层,简装,一梯八户,无,70年,2018-03-26,普通住宅,暂无数据,地铁
1585,350,38976,天河,中兴花园,89.8,1999,塔楼,东南,3室2厅1厨1卫,低楼层/共12层,低楼层,共12层,其他,一梯八户,有,70年,2018-01-05,普通住宅,暂无数据,
1586,300,27681,黄埔,丰乐小区,108.38,1990,塔楼,西南,3室2厅1厨1卫,中楼层/共9层,中楼层,共9层,其他,一梯两户,无,70年,2018-01-03,普通住宅,满两年,地铁
1587,360,40450,番禺,华南碧桂园翠宏台,89,2001,塔楼,西南,3室2厅1厨1卫,低楼层/共7层,低楼层,共7层,精装,一梯四户,无,70年,2017-12-29,普通住宅,满两年,
1588,132,31625,荔湾,珠岛花园,41.74,1995,塔楼,西,2室2厅1厨1卫,中楼层/共9层,中楼层,共9层,其他,一梯五户,无,70年,2017-12-28,普通住宅,满五年,
1589,165,26721,白云,泽德花园,61.75,1998,塔楼,南 北,2室1厅1厨1卫,低楼层/共9层,低楼层,共9层,其他,一梯八户,无,70年,2018-01-04,普通住宅,暂无数据,
1590,450,38462,越秀,湖滨苑,117,,塔楼,南,3室1厅1厨1卫,高楼层/共9层,高楼层,共9层,其他,一梯四户,暂无数据,70年,2017-12-26,普通住宅,满五年,地铁
1591,280,30108,白云,南湖半山豪庭东苑,93,2005,塔楼,西北,2室2厅1厨1卫,中楼层/共18层,中楼层,共18层,其他,两梯四户,有,70年,2017-12-18,普通住宅,满五年,
1592,518,82550,天河,富力天朗明居S区,62.75,2001,塔楼,东,3室2厅1厨2卫,高楼层/共18层,高楼层,共18层,精装,两梯八户,有,70年,2017-12-25,普通住宅,满两年,地铁
1593,300,30091,白云,明月金岸花园,99.7,2012,塔楼,北,3室1厅1厨1卫,高楼层/共15层,高楼层,共15层,其他,一梯四户,有,70年,2017-09-11,普通住宅,暂无数据,地铁
1594,225,30822,白云,云和花园,73,2005,塔楼,东,3室1厅1厨1卫,中楼层/共9层,中楼层,共9层,其他,一梯四户,暂无数据,70年,2018-02-05,普通住宅,暂无数据,地铁
1595,280,36925,荔湾,四季花园,75.83,2004,塔楼,西北,2室2厅1厨1卫,低楼层/共18层,低楼层,共18层,其他,两梯六户,有,70年,2018-03-09,普通住宅,暂无数据,地铁
1596,340,40964,白云,云景花园云桦苑,83,2002,塔楼,北,2室2厅1厨1卫,中楼层/共10层,中楼层,共10层,其他,一梯四户,有,70年,2018-02-08,普通住宅,暂无数据,地铁
1597,190,42958,海珠,富景花园,44.23,2003,塔楼,南,1室1厅1厨1卫,低楼层/共32层,低楼层,共32层,简装,两梯十三户,有,70年,2017-10-20,普通住宅,暂无数据,地铁
1598,285,43013,海珠,金碧花园第三金碧,66.26,2000,塔楼,南 北,2室2厅1厨1卫,高楼层/共32层,高楼层,共32层,其他,两梯六户,有,70年,2017-10-28,普通住宅,暂无数据,
1599,152,22294,白云,景泰新村景泰西三巷,68.18,2008,塔楼,南,2室1厅1厨1卫,高楼层/共9层,高楼层,共9层,简装,一梯四户,无,70年,2017-11-21,普通住宅,暂无数据,
1600,380,82609,天河,理想青年荟,46,2007,塔楼,南,1室1厅1厨1卫,高楼层/共21层,高楼层,共21层,毛坯,四梯二十四户,有,70年,2017-11-05,普通住宅,暂无数据,
1601,140,17263,番禺,解放路,81.1,,塔楼,南,3室2厅1厨1卫,低楼层/共7层,低楼层,共7层,其他,一梯两户,暂无数据,70年,2017-12-24,普通住宅,暂无数据,
1602,205,33210,海珠,前进路南园三街,61.73,,塔楼,南,2室1厅1厨1卫,中楼层/共8层,中楼层,共8层,其他,一梯两户,暂无数据,70年,2017-12-17,普通住宅,暂无数据,地铁
1603,360,40541,荔湾,珠岛花园,88.8,1995,塔楼,东南,3室2厅1厨1卫,中楼层/共17层,中楼层,共17层,其他,一梯五户,有,70年,2017-10-31,普通住宅,暂无数据,
1604,245,27937,番禺,广地花园,87.7,2006,塔楼,南,2室2厅1厨2卫,低楼层/共12层,低楼层,共12层,其他,一梯四户,有,70年,2017-11-15,普通住宅,暂无数据,
1605,235,26895,番禺,广地花园,87.38,2006,塔楼,北,2室2厅1厨1卫,低楼层/共12层,低楼层,共12层,其他,一梯四户,有,70年,2017-12-16,普通住宅,暂无数据,
1606,216,27000,番禺,亚运城媒体北村,80,,塔楼,南,2室2厅1厨1卫,低楼层/共18层,低楼层,共18层,其他,一梯四户,暂无数据,70年,2017-03-19,普通住宅,暂无数据,地铁
1607,390,40795,番禺,广州雅居乐花园新地沁园,95.6,2010,塔楼,南,3室2厅1厨2卫,中楼层/共11层,中楼层,共11层,简装,一梯六户,有,70年,2018-03-05,普通住宅,暂无数据,
1608,320,38096,白云,景泰新村景泰西一巷,84,2008,塔楼,东南,2室1厅1厨1卫,中楼层/共12层,中楼层,共12层,其他,两梯六户,有,70年,2018-04-09,普通住宅,暂无数据,
1609,180,30151,海珠,新港西路151号大院,59.7,1996,塔楼,南 北,3室1厅1厨1卫,中楼层/共9层,中楼层,共9层,精装,一梯四户,无,70年,2017-09-19,普通住宅,暂无数据,地铁
1610,280,40888,海珠,嘉鸿花园金玫瑰园,68.48,1999,塔楼,西南,2室1厅1厨1卫,低楼层/共19层,低楼层,共19层,简装,两梯九户,有,70年,2017-09-03,普通住宅,暂无数据,地铁
1611,330,47143,天河,富力天朗明居S区,70,2001,塔楼,北,2室1厅1厨1卫,中楼层/共18层,中楼层,共18层,精装,两梯八户,有,70年,2018-01-10,普通住宅,暂无数据,地铁
1612,365.4,46000,天河,骏景花园,79.42,2006,塔楼,北,2室2厅1厨1卫,低楼层/共11层,低楼层,共11层,简装,一梯六户,有,70年,2017-07-12,普通住宅,暂无数据,
1613,132,21873,花都,祈福万景峰,60.35,,塔楼,南,2室2厅1厨1卫,低楼层/共28层,低楼层,共28层,其他,三梯十户,有,70年,2018-02-25,普通住宅,暂无数据,
1614,598,58628,越秀,北秀花园,102,1999,塔楼,北,2室1厅1厨1卫,中楼层/共26层,中楼层,共26层,简装,一梯八户,暂无数据,70年,2018-01-13,普通住宅,暂无数据,地铁
1615,290,42029,海珠,金碧花园第二金碧,69,2000,塔楼,东南,2室2厅1厨1卫,中楼层/共28层,中楼层,共28层,其他,一梯六户,有,70年,2017-11-11,普通住宅,暂无数据,
1616,505,37970,海珠,罗马家园,133,2007,塔楼,东 西,3室2厅1厨2卫,中楼层/共18层,中楼层,共18层,其他,两梯两户,有,70年,2017-10-13,普通住宅,暂无数据,
1617,305,47309,越秀,东兴小区东兴北路,64.47,1995,塔楼,东 西,2室2厅1厨1卫,中楼层/共9层,中楼层,共9层,简装,一梯四户,无,70年,2017-11-23,普通住宅,暂无数据,地铁
1618,288,44686,越秀,东兴小区东兴北路,64.45,1995,塔楼,东 西,2室1厅1厨1卫,高楼层/共9层,高楼层,共9层,其他,一梯四户,无,70年,2017-11-06,普通住宅,暂无数据,地铁
1619,216,30147,越秀,水荫路,71.65,1993,塔楼,南,3室1厅1厨1卫,中楼层/共7层,中楼层,共7层,其他,一梯两户,无,70年,2018-03-03,普通住宅,暂无数据,地铁
1620,240,24314,增城,碧桂园凤凰城凤馨苑,98.71,2002,塔楼,北,2室2厅1厨1卫,中楼层/共11层,中楼层,共11层,精装,一梯四户,有,70年,2017-09-29,普通住宅,满五年,
1621,340,72341,天河,协和新世界,47,2008,塔楼,北,1室1厅1厨1卫,低楼层/共32层,低楼层,共32层,简装,三梯八户,有,70年,2017-11-12,普通住宅,暂无数据,地铁
1622,180,27273,番禺,祈福新村A区,66,1995,板楼,南,2室2厅1厨1卫,低楼层/共3层,低楼层,共3层,其他,一梯一户,无,70年,2017-10-22,普通住宅,满五年,
1623,215,21415,番禺,石基城市花园,100.4,2005,板楼,北,3室2厅1厨2卫,中楼层/共6层,中楼层,共6层,其他,一梯三户,无,70年,2018-01-22,普通住宅,暂无数据,
1624,320,74419,天河,中怡城市花园,43,2002,塔楼,南,1室1厅1厨1卫,中楼层/共30层,中楼层,共30层,其他,三梯十八户,有,70年,2018-01-21,普通住宅,暂无数据,地铁
1625,180,41304,白云,贝丽花园,43.58,2009,塔楼,南,1室1厅1厨1卫,中楼层/共15层,中楼层,共15层,精装,两梯八户,有,70年,2018-01-25,普通住宅,暂无数据,
1626,960,68572,天河,华景新城信华花园,140,2014,塔楼,南,3室2厅1厨2卫,中楼层/共29层,中楼层,共29层,精装,三梯四户,有,70年,2017-12-17,普通住宅,满两年,
1627,530,41086,黄埔,金碧世纪花园,129,2004,塔楼,南,3室2厅1厨2卫,低楼层/共25层,低楼层,共25层,精装,两梯三户,有,70年,2017-12-13,普通住宅,满两年,
1628,780,40000,番禺,广州星河湾星苑,195,2001,塔楼,南 北,4室2厅1厨2卫,中楼层/共17层,中楼层,共17层,精装,两梯四户,有,70年,2017-08-27,普通住宅,满两年,
1629,1500,66240,海珠,万科金域华庭,226.45,2014,塔楼,南 北,4室2厅1厨3卫,高楼层/共53层,高楼层,共53层,其他,两梯两户,有,70年,2017-11-29,普通住宅,满两年,地铁
1630,260,34667,白云,保利西海岸汇海花园,75,2010,塔楼,西北,2室1厅1厨1卫,低楼层/共25层,低楼层,共25层,其他,两梯六户,有,70年,2018-02-07,普通住宅,暂无数据,
1631,291.2,22997,白云,流溪半岛,126.62,,塔楼,东南,3室2厅1厨2卫,中楼层/共14层,中楼层,共14层,其他,一梯六户,暂无数据,70年,2018-03-10,普通住宅,满两年,
1632,560,60365,天河,华景新城陶然庭园,92.77,2006,塔楼,南,3室2厅0厨1卫,低楼层/共36层,低楼层,共36层,精装,三梯八户,有,70年,2017-08-08,普通住宅,暂无数据,
1633,930,68489,天河,华景新城陶然庭园,135.79,2007,塔楼,南,4室2厅1厨2卫,高楼层/共35层,高楼层,共35层,精装,三梯八户,有,70年,2018-03-01,普通住宅,满五年,
1634,600,60000,荔湾,万科柏悦湾,100,2010,塔楼,南 北,3室2厅1厨2卫,高楼层/共23层,高楼层,共23层,其他,两梯六户,有,70年,2018-03-12,普通住宅,满两年,地铁
