number,出售价,挂牌价,单价,行政区,小区,建筑面积,建筑类型,建成时间,朝向,户型2,楼层,所在楼层,总楼层,装修,梯户比,电梯,产权年限,成交时间,房屋用途,房屋年限,地铁,税收
1476,245,250,31013,番禺,金海岸花园聚湖,79,塔楼,2002,西北,2室2厅1厨1卫,中楼层 (共17层),中楼层,17,其他,两梯六户,有,70年,2018-01-05,普通住宅,暂无数据,,
1477,55,60,5789,花都,侨雅苑,95.02,塔楼,未知,南,3室2厅1厨1卫,中楼层 (共8层),中楼层,8,其他,一梯四户,暂无数据,70年,2018-01-05,普通住宅,暂无数据,,
1478,143,145,26729,荔湾,芳村大道西,53.5,塔楼,1988,南,2室1厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯五户,无,70年,2018-01-05,普通住宅,暂无数据,地铁,
1479,350,300,40898,天河,绿佳花园,85.58,塔楼,1998,北,2室2厅1厨1卫,低楼层 (共12层),低楼层,12,其他,一梯四户,有,70年,2017-12-24,普通住宅,暂无数据,地铁,
1480,465,490,53449,海珠,瀚林水岸,87,塔楼,2006,东南,3室2厅1厨2卫,高楼层 (共28层),高楼层,28,精装,两梯六户,有,70年,2017-12-24,普通住宅,满五年,,房屋满五年
1481,20,30,9524,白云,榕溪花园,21,塔楼,1996,东,1室0厅0厨1卫,低楼层 (共8层),低楼层,8,简装,一梯五户,无,70年,2018-01-05,普通住宅,暂无数据,,
1482,110,100,24445,荔湾,鹤洞路,45,塔楼,未知,北,1室1厅1厨1卫,高楼层 (共9层),高楼层,9,简装,一梯四户,无,70年,2018-01-05,普通住宅,暂无数据,地铁,
1483,117,123,16250,天河,陶苑小区,72,塔楼,1993,东,2室1厅1厨1卫,高楼层 (共9层),高楼层,9,简装,一梯八户,无,70年,2017-12-24,普通住宅,暂无数据,地铁,
1484,242,255,38499,海珠,晓港湾惠侨苑,62.86,塔楼,1999,北,2室2厅1厨1卫,中楼层 (共9层),中楼层,9,简装,一梯八户,无,70年,2017-12-24,普通住宅,暂无数据,地铁,
1485,93,100,26421,海珠,东晓路鸭墩新街,35.2,塔楼,未知,东南,1室1厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯八户,无,70年,2017-12-24,普通住宅,暂无数据,,
1486,264,268,27174,越秀,恒福路,97.15,塔楼,未知,南,4室1厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯四户,无,70年,2017-12-24,普通住宅,暂无数据,,
1487,238,242,27474,白云,广州富力城,86.63,塔楼,2008,东南,3室2厅1厨1卫,低楼层 (共17层),低楼层,17,其他,两梯六户,有,70年,2017-12-24,普通住宅,暂无数据,,
1488,420,430,37682,越秀,五羊商住中心,111.46,塔楼,2000,南,4室2厅1厨2卫,高楼层 (共9层),高楼层,9,简装,一梯四户,无,70年,2017-12-24,普通住宅,暂无数据,地铁,
1489,20,20,20965,白云,景泰新村景泰直街,9.54,塔楼,2008,东南,1室0厅0厨0卫,高楼层 (共12层),高楼层,12,其他,一梯六户,有,70年,2017-12-25,普通住宅,暂无数据,,
1490,159,160,26500,海珠,广州大道南,60,塔楼,未知,东,2室1厅1厨1卫,中楼层 (共9层),中楼层,9,简装,一梯八户,无,70年,2017-12-24,普通住宅,暂无数据,,
1491,340,350,46749,荔湾,恒荔湾畔,72.73,塔楼,2008,西南,2室2厅1厨1卫,高楼层 (共31层),高楼层,31,其他,三梯八户,有,70年,2017-12-28,普通住宅,暂无数据,地铁,
1492,219,226,23549,增城,碧桂园凤凰城凤馨苑,93,塔楼,2002,北,3室2厅1厨2卫,中楼层 (共18层),中楼层,18,精装,两梯四户,有,70年,2017-12-28,普通住宅,暂无数据,,
1493,116,120,20351,增城,汇东国际花园,57,塔楼,2011,北,1室1厅1厨1卫,高楼层 (共26层),高楼层,26,其他,两梯十四户,有,70年,2017-12-28,普通住宅,暂无数据,,
1494,175,180,29966,白云,金迪城市花园,58.4,塔楼,1995,南,2室1厅1厨1卫,高楼层 (共15层),高楼层,15,简装,两梯十二户,有,70年,2017-12-28,普通住宅,暂无数据,地铁,
1495,165,165,20172,番禺,金利大厦,81.8,塔楼,1998,南,2室2厅1厨1卫,中楼层 (共8层),中楼层,8,简装,一梯两户,无,70年,2017-12-24,普通住宅,暂无数据,地铁,
1496,202,205,23034,增城,翡翠绿洲育才阳光苑,87.7,塔楼,2011,东,2室2厅1厨1卫,中楼层 (共17层),中楼层,17,其他,两梯六户,有,70年,2017-12-28,普通住宅,暂无数据,,
1497,700,1650,44689,天河,凯旋新世界枫丹丽舍,156.64,塔楼,2005,西南,3室2厅1厨2卫,低楼层 (共22层),低楼层,22,其他,三梯五户,有,70年,2017-12-28,普通住宅,暂无数据,地铁,
1498,220,220,25178,番禺,广地花园,87.38,塔楼,2006,西北,2室2厅1厨1卫,中楼层 (共12层),中楼层,12,其他,一梯四户,有,70年,2017-12-29,普通住宅,暂无数据,,
1499,332,335,43117,白云,岭南新世界,77,塔楼,2008,东南,2室1厅1厨1卫,中楼层 (共18层),中楼层,18,其他,两梯四户,有,70年,2017-12-29,普通住宅,暂无数据,地铁,
1500,345,350,45473,天河,阳光假日园,75.87,塔楼,2009,北,2室2厅1厨1卫,中楼层 (共18层),中楼层,18,精装,两梯六户,有,70年,2017-12-28,普通住宅,满五年,地铁,房屋满五年
1501,142,143,22993,白云,民航小区松云街,61.76,塔楼,1995,南 北,2室1厅1厨1卫,高楼层 (共10层),高楼层,10,其他,一梯两户,无,70年,2017-12-29,普通住宅,暂无数据,,
1502,306,310,26441,番禺,亚运城运动员村三区,115.73,塔楼,未知,南,3室2厅1厨2卫,中楼层 (共11层),中楼层,11,其他,一梯两户,有,70年,2017-12-29,普通住宅,暂无数据,,
1503,484,490,60981,天河,美林海岸花园,79.37,塔楼,2004,南,2室2厅1厨1卫,中楼层 (共16层),中楼层,16,简装,两梯四户,有,70年,2017-12-29,普通住宅,暂无数据,地铁,
1504,192.8,195,23803,番禺,鸿城花园,81,塔楼,2000,北,2室2厅1厨1卫,中楼层 (共28层),中楼层,28,其他,两梯八户,有,70年,2017-12-29,普通住宅,暂无数据,地铁,
1505,120,125,29667,天河,迎翠春庭,40.45,塔楼,2000,南,1室1厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯四户,无,70年,2017-12-29,普通住宅,暂无数据,,
1506,120,120,24490,白云,景泰新村景泰直街,49,塔楼,2008,南 北,2室1厅1厨1卫,高楼层 (共8层),高楼层,8,其他,一梯两户,无,70年,2017-12-29,普通住宅,暂无数据,,
1507,106,105,29952,荔湾,珠岛花园,35.39,塔楼,1995,南,2室1厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯七户,无,70年,2018-01-02,普通住宅,暂无数据,,
1508,261,280,34343,荔湾,何济公大厦,76,塔楼,2004,东北,2室1厅1厨1卫,中楼层 (共15层),中楼层,15,其他,一梯十二户,暂无数据,70年,2018-01-02,普通住宅,暂无数据,地铁,
1509,390,400,28212,白云,恒大御景半岛,138.24,塔楼,2007,东,3室2厅1厨2卫,高楼层 (共31层),高楼层,31,其他,两梯三户,有,70年,2018-01-02,普通住宅,暂无数据,,
1510,295,300,47329,天河,时代花生二期,62.33,塔楼,2008,北,2室2厅1厨1卫,高楼层 (共18层),高楼层,18,其他,一梯四户,有,70年,2018-01-02,普通住宅,暂无数据,,
1511,180,185,26647,白云,枫溪苑,67.55,塔楼,1999,北,2室1厅1厨1卫,中楼层 (共8层),中楼层,8,简装,一梯三户,无,70年,2018-01-02,普通住宅,暂无数据,,
1512,237.5,235,36539,荔湾,周门小区周门街,65,塔楼,1998,东南,3室1厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯四户,无,70年,2018-01-03,普通住宅,暂无数据,地铁,
1513,150,170,26316,白云,飞鹅西路,57,塔楼,未知,南,3室1厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯五户,无,70年,2018-01-03,普通住宅,暂无数据,,
1514,184,185,27107,海珠,怡安花园,67.88,塔楼,1999,东,2室1厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯四户,无,70年,2018-01-03,普通住宅,满五年,地铁,房屋满五年
1515,140,150,23179,天河,四航局机电公司大院,60.4,塔楼,未知,南,2室1厅1厨1卫,低楼层 (共6层),低楼层,6,其他,一梯八户,暂无数据,70年,2018-01-03,普通住宅,暂无数据,,
1516,185,190,22531,白云,新兴白云花园乐居大街,82.11,塔楼,1999,东南,3室1厅1厨1卫,低楼层 (共9层),低楼层,9,其他,一梯六户,无,70年,2018-01-03,普通住宅,暂无数据,地铁,
1517,238,240,27357,番禺,富庭东园,87,塔楼,2003,南,3室2厅0厨1卫,高楼层 (共7层),高楼层,7,其他,一梯四户,无,70年,2018-01-05,普通住宅,满五年,地铁,房屋满五年
1518,318,330,39750,海珠,叠彩园,80,塔楼,2002,西南,2室2厅1厨1卫,高楼层 (共13层),高楼层,13,精装,一梯五户,有,70年,2018-01-05,普通住宅,暂无数据,,
1519,259.5,280,47182,海珠,新鸿花园一期,55,塔楼,1997,南,2室2厅1厨1卫,低楼层 (共9层),低楼层,9,其他,一梯四户,无,70年,2018-01-06,普通住宅,暂无数据,地铁,
1520,532,560,50667,海珠,光大花园,105,塔楼,未知,南,3室1厅1厨1卫,中楼层 (共11层),中楼层,11,其他,一梯四户,有,70年,2018-01-05,普通住宅,暂无数据,地铁,
1521,101,105,25250,荔湾,怡福花园,40,塔楼,1999,东南,2室1厅1厨1卫,低楼层 (共9层),低楼层,9,简装,一梯三户,无,70年,2018-01-06,普通住宅,暂无数据,,
1522,712.8,920,37320,天河,富力爱丁堡国际公寓,191,塔楼,2007,南,3室2厅1厨2卫,低楼层 (共32层),低楼层,32,简装,三梯十户,有,50年,2018-01-06,商住两用,暂无数据,地铁,
1523,199,205,29702,番禺,丽江花园德荫楼,67,塔楼,1997,南,2室2厅1厨1卫,中楼层 (共16层),中楼层,16,其他,两梯十二户,有,70年,2018-01-06,普通住宅,暂无数据,地铁,
1524,217,215,44993,越秀,菜园东,48.23,塔楼,未知,北,1室2厅1厨1卫,中楼层 (共7层),中楼层,7,其他,一梯四户,无,70年,2018-01-06,普通住宅,暂无数据,地铁,
1525,290,290,41299,越秀,菜园东,70.22,塔楼,未知,西南,3室1厅1厨1卫,中楼层 (共7层),中楼层,7,其他,一梯四户,无,70年,2018-01-06,普通住宅,暂无数据,地铁,
1526,208,210,34667,海珠,粤信广场,60,塔楼,1996,东南,2室1厅1厨1卫,低楼层 (共9层),低楼层,9,其他,一梯六户,无,70年,2018-01-06,普通住宅,暂无数据,地铁,
1527,185,186,29839,白云,景泰新村景泰西二巷,62,塔楼,2008,南 北,2室1厅1厨1卫,中楼层 (共8层),中楼层,8,其他,一梯两户,无,70年,2018-01-06,普通住宅,暂无数据,,
1528,61,65,47620,白云,城西花园,12.81,塔楼,1999,西南,1室1厅1厨1卫,高楼层 (共7层),高楼层,7,其他,一梯四户,无,70年,2018-01-06,普通住宅,暂无数据,地铁,
1529,85,85,40748,天河,环宇花园文景阁,20.86,塔楼,2000,东,1室0厅1厨1卫,中楼层 (共19层),中楼层,19,精装,两梯二十八户,有,70年,2018-01-06,普通住宅,暂无数据,,
1530,83.3,85,20825,白云,宏航苑,40,塔楼,1998,南,2室1厅1厨1卫,中楼层 (共9层),中楼层,9,简装,一梯四户,无,70年,2018-01-06,普通住宅,暂无数据,,
1531,110,110,19292,白云,得宝花园,57.02,塔楼,2000,西,2室1厅1厨1卫,高楼层 (共9层),高楼层,9,简装,一梯十二户,无,70年,2017-12-25,普通住宅,暂无数据,,
1532,218,220,40544,海珠,尚领时代,53.77,塔楼,2006,西,2室1厅1厨1卫,低楼层 (共18层),低楼层,18,简装,两梯五户,有,70年,2018-01-06,普通住宅,暂无数据,地铁,
1533,188,190,32414,天河,乐意居花园,58,塔楼,1999,北,2室2厅1厨1卫,低楼层 (共9层),低楼层,9,其他,一梯四户,无,70年,2017-12-25,普通住宅,暂无数据,,
1534,226,230,26905,白云,百事佳新村A区,84,塔楼,1996,南,2室2厅1厨1卫,低楼层 (共7层),低楼层,7,其他,一梯两户,无,70年,2017-12-25,普通住宅,暂无数据,,
1535,560,600,82353,天河,中怡城市花园,68,塔楼,2004,东,2室2厅1厨1卫,中楼层 (共32层),中楼层,32,其他,三梯八户,有,70年,2017-12-25,普通住宅,暂无数据,地铁,
1536,277.2,280,37973,海珠,逸景翠园,73,塔楼,2002,北,3室1厅1厨1卫,低楼层 (共13层),低楼层,13,其他,一梯六户,有,70年,2017-12-25,普通住宅,暂无数据,,
1537,224,225,26737,番禺,亚运城媒体北村,83.78,塔楼,未知,南,2室2厅1厨1卫,中楼层 (共18层),中楼层,18,其他,一梯四户,暂无数据,70年,2017-12-25,普通住宅,满五年,地铁,房屋满五年
1538,539,550,59231,海珠,芭堤水岸,91,塔楼,2005,东南,2室2厅1厨1卫,高楼层 (共32层),高楼层,32,其他,两梯八户,有,70年,2017-12-25,普通住宅,满五年,,房屋满五年
1539,153,165,35574,荔湾,丽和华庭,43.01,塔楼,2011,西北,1室1厅1厨1卫,高楼层 (共14层),高楼层,14,其他,一梯八户,暂无数据,70年,2017-12-25,普通住宅,暂无数据,地铁,
1540,103,110,24820,海珠,宝岗大道马涌直街,41.5,塔楼,未知,东 西,1室1厅1厨1卫,低楼层 (共7层),低楼层,7,其他,一梯两户,暂无数据,70年,2017-12-25,普通住宅,暂无数据,,
1541,432,455,45958,天河,水利电力学院,94,塔楼,1999,西北,3室2厅1厨1卫,低楼层 (共9层),低楼层,9,其他,一梯八户,有,70年,2017-12-25,普通住宅,暂无数据,,
1542,260,238,38332,黄埔,金碧世纪花园,67.83,塔楼,2004,北,2室1厅1厨1卫,中楼层 (共32层),中楼层,32,简装,两梯八户,有,70年,2017-12-25,普通住宅,暂无数据,,
1543,175,188,27246,海珠,怡乐路新凤凰,64.23,板楼,未知,南 北,2室1厅1厨1卫,中楼层 (共7层),中楼层,7,其他,一梯两户,无,70年,2017-12-25,普通住宅,暂无数据,,
1544,252,260,36880,海珠,金碧花园第一金碧,68.33,塔楼,2000,东 西,2室2厅1厨1卫,低楼层 (共22层),低楼层,22,其他,两梯六户,有,70年,2017-12-25,普通住宅,暂无数据,地铁,
1545,117,80,12188,番禺,利安大厦,96,塔楼,1996,南,4室1厅0厨1卫,中楼层 (共7层),中楼层,7,其他,一梯三户,暂无数据,70年,2017-12-31,普通住宅,暂无数据,,
1546,729,750,52827,白云,岭南新世界凯云新世界,138,塔楼,未知,东北,3室1厅1厨2卫,高楼层 (共22层),高楼层,22,其他,一梯两户,有,70年,2017-12-31,普通住宅,暂无数据,地铁,
1547,235,240,37184,天河,马赛国际公寓,63.2,塔楼,2006,西南,1室0厅0厨1卫,高楼层 (共33层),高楼层,33,其他,三梯十六户,有,70年,2017-12-25,普通住宅,满五年,,房屋满五年
1548,241,245,35442,白云,金碧雅苑,68,塔楼,2005,南 北,2室1厅1厨1卫,中楼层 (共18层),中楼层,18,其他,两梯六户,有,70年,2017-12-31,普通住宅,满五年,地铁,房屋满五年
1549,41.5,45,17079,海珠,工业大道中福南新街,24.3,塔楼,2010,南,1室0厅1厨1卫,低楼层 (共6层),低楼层,6,简装,一梯五户,无,70年,2017-12-25,普通住宅,暂无数据,地铁,
1550,398,398,56760,越秀,东华东路长庚门前街,70.12,塔楼,1990,南,3室1厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯六户,无,70年,2017-12-31,普通住宅,暂无数据,地铁,
1551,138,145,17535,番禺,冶金技术学校宿舍,78.7,塔楼,1997,北,3室2厅1厨1卫,高楼层 (共8层),高楼层,8,其他,一梯四户,无,70年,2017-12-31,普通住宅,暂无数据,,
1552,345,360,34500,黄埔,万科金色悦府,100,塔楼,2014,南 北,3室2厅1厨2卫,高楼层 (共31层),高楼层,31,简装,两梯六户,有,70年,2017-12-31,普通住宅,暂无数据,地铁,
1553,170,175,30910,白云,紫荆花园,55,塔楼,2000,南,2室1厅1厨1卫,中楼层 (共11层),中楼层,11,简装,一梯五户,有,70年,2017-12-31,普通住宅,暂无数据,,
1554,186,191.1,34066,海珠,昌岗中路昌岗中二街,54.6,塔楼,未知,南 北,2室1厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯三户,无,70年,2017-12-31,普通住宅,暂无数据,地铁,
1555,298,308,38924,海珠,保利花园镜湖西街,76.56,塔楼,2000,东南,2室1厅1厨1卫,高楼层 (共6层),高楼层,6,其他,一梯四户,无,70年,2017-12-31,普通住宅,暂无数据,地铁,
1556,127.4,140,24084,越秀,海珠北路书同巷,52.9,塔楼,1993,西,1室1厅1厨1卫,高楼层 (共8层),高楼层,8,其他,一梯四户,无,70年,2017-12-31,普通住宅,暂无数据,地铁,
1557,325,330,43334,越秀,寺右东小区寺右五巷,75,塔楼,1991,东南,2室2厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯四户,无,70年,2017-12-29,普通住宅,暂无数据,地铁,
1558,160,160,19278,海珠,素社新村,83,塔楼,未知,南 北,3室1厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯一户,无,70年,2017-12-31,普通住宅,暂无数据,,
1559,135,145,23085,白云,广园中路,58.48,塔楼,未知,南 北,2室1厅1厨1卫,中楼层 (共8层),中楼层,8,其他,一梯四户,无,70年,2017-12-29,普通住宅,暂无数据,,
1560,629,660,67635,天河,华标广场,93,塔楼,2003,南,3室2厅1厨1卫,中楼层 (共22层),中楼层,22,其他,三梯八户,有,70年,2017-12-29,普通住宅,暂无数据,地铁,
1561,249.8,266,75697,天河,天惠大厦,33,塔楼,2008,东,1室0厅1厨1卫,低楼层 (共27层),低楼层,27,简装,四梯十八户,有,70年,2017-12-29,普通住宅,暂无数据,地铁,
1562,133,138,22539,白云,积德花园,59.01,塔楼,1998,南,2室1厅1厨1卫,高楼层 (共9层),高楼层,9,简装,一梯四户,无,70年,2017-12-26,普通住宅,暂无数据,,
1563,174,180,27885,番禺,富丽家园富海居,62.4,塔楼,2004,东,2室1厅1厨1卫,中楼层 (共6层),中楼层,6,其他,一梯四户,无,70年,2017-12-31,普通住宅,暂无数据,地铁,
1564,529.2,540,53885,天河,东方之珠花园,98.2,塔楼,2004,东南,3室1厅1厨1卫,高楼层 (共28层),高楼层,28,简装,三梯八户,有,70年,2017-12-26,普通住宅,暂无数据,地铁,
1565,160,160,30014,越秀,大新路白米巷,53.31,塔楼,未知,南,2室1厅1厨1卫,中楼层 (共8层),中楼层,8,其他,一梯六户,暂无数据,70年,2017-12-26,普通住宅,暂无数据,地铁,
1566,263.5,265,39925,海珠,金碧花园第二金碧,66,塔楼,2000,东南,2室2厅1厨1卫,低楼层 (共33层),低楼层,33,简装,三梯十户,有,70年,2017-12-26,普通住宅,暂无数据,,
1567,156,160,39335,番禺,广州奥林匹克花园广奥友谊尚居,39.66,塔楼,2002,南,1室1厅1厨1卫,高楼层 (共15层),高楼层,15,其他,两梯八户,有,70年,2017-12-26,普通住宅,暂无数据,地铁,
1568,98,106,25675,白云,云东花园,38.17,塔楼,1998,北,1室1厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯八户,无,70年,2017-12-26,普通住宅,暂无数据,,
1569,123.5,130,22871,白云,乐得花园,54,塔楼,2000,东北,2室1厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯四户,无,70年,2017-12-26,普通住宅,暂无数据,,
1570,84,91,15273,白云,远景新苑,55,塔楼,1998,北,2室1厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯八户,无,70年,2018-01-03,普通住宅,暂无数据,,
1571,100,101,24577,天河,迎翠春庭,40.69,塔楼,2000,南,2室0厅1厨1卫,高楼层 (共9层),高楼层,9,简装,一梯四户,无,70年,2018-01-03,普通住宅,暂无数据,,
1572,160,175,21509,越秀,三元里大道矿泉北街,74.39,塔楼,未知,南 北,2室2厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯五户,暂无数据,70年,2018-01-03,普通住宅,暂无数据,,
1573,98,106,19679,白云,水警宿舍,49.8,塔楼,1998,南,2室1厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯三户,无,70年,2018-01-03,普通住宅,暂无数据,,
1574,360,375,42319,海珠,万丰花园,85.07,塔楼,1999,北,2室1厅1厨1卫,中楼层 (共26层),中楼层,26,其他,两梯五户,有,70年,2018-01-03,普通住宅,暂无数据,地铁,
1575,171,172,23984,番禺,锦绣生态园趣园,71.3,塔楼,2005,北,3室2厅1厨2卫,高楼层 (共6层),高楼层,6,其他,一梯四户,无,70年,2018-01-03,普通住宅,暂无数据,,
1576,217,235,43409,越秀,淘金路,49.99,塔楼,1990,南 北,2室1厅1厨1卫,低楼层 (共7层),低楼层,7,其他,一梯三户,无,70年,2018-01-03,普通住宅,暂无数据,地铁,
1577,173,175,24557,白云,利源大厦,70.45,塔楼,1995,南 北,2室2厅1厨1卫,中楼层 (共8层),中楼层,8,精装,一梯四户,无,70年,2018-01-04,普通住宅,满五年,地铁,房屋满五年
